"","mdstpadj"
"1",42.0750679009142
"2",45.1061068724640
"3",40.2917154928687
"4",38.1809040593669
"5",44.5229561414363
"6",43.5368190755614
"7",40.8450193432389
"8",32.4516313860418
"9",39.8979744774448
"10",45.6539876453893
"11",42.152680705634
"12",37.9071502517285
"13",47.6858971425634
"14",37.5907695719754
"15",37.4653852227837
"16",40.6243581255644
"17",44.4088275209369
"18",43.9820965301446
"19",49.3101481016596
"20",48.1371787961279
"21",45.7542907695161
"22",48.3115221750037
"23",42.5181848072863
"24",38.4678847622262
"25",42.1759869619026
"26",36.8375559048843
"27",45.0744005358895
"28",56.6078541823877
"29",37.1287109364491
"30",45.128228916082
"31",34.0407300906515
"32",37.3616468044927
"33",49.1586912881455
"34",40.034405115317
"35",43.3821090698781
"36",40.2895757867687
"37",42.5630698948812
"38",42.8045317603073
"39",41.7543313916713
"40",51.4750099723515
"41",43.5102139358653
"42",41.3060889591917
"43",37.5384259284099
"44",49.7647448547571
"45",42.1175756086018
"46",44.7274348355789
"47",47.8394430804403
"48",43.7610002112311
"49",51.0213536261005
"50",53.1452116512363
"51",34.876143465587
"52",39.5774350474134
"53",39.4873578017163
"54",40.7915112721997
"55",46.4108895969903
"56",47.5889326462565
"57",43.5168755686237
"58",37.8655745027491
"59",40.3751125552223
"60",41.4024807867605
"61",43.2303571124828
"62",37.9513235582542
"63",44.6174936895273
"64",35.8598944843074
"65",48.2962916520296
"66",41.6289205514823
"67",37.647207147338
"68",41.8177240589802
"69",41.5626577170227
"70",36.5084211099185
"71",42.3626853941974
"72",36.0052294514408
"73",40.7682650462992
"74",44.8895908648466
"75",42.8415081385219
"76",43.752768752295
"77",42.8438702282697
"78",42.8549295356664
"79",41.5742832571859
"80",41.8553923442731
"81",38.8708838353934
"82",50.0571157828592
"83",40.9268311890486
"84",45.8194312415961
"85",38.9835692566290
"86",42.7216677037317
"87",45.8564931011413
"88",42.689855458114
"89",53.8085189966877
"90",44.4141433474035
"91",39.5048926511803
"92",45.0490883370258
"93",46.2940386423499
"94",51.0711305049942
"95",45.1590669229442
"96",38.9238070630004
"97",42.5396029711949
"98",45.9045475838088
"99",41.8589983389011
"100",41.6751831149678
